uid,GeneRawName,SuperClass,Class,Family,SubFamily,EnsemblID
2.3.3.15.2,ZNF581,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF524-like,ENSMUSG00000035228
2.3.3.16.1,ZNF238,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF238-like,ENSMUSG00000063659
2.3.3.16.2,ZBTB42,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF238-like,ENSMUSG00000037638
2.3.3.17.1,OVOL1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,OVOL,ENSMUSG00000024922
2.3.3.17.2,OVOL2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,OVOL,ENSMUSG00000037279
2.3.3.18.3,"ZNF138 (znf138ortholog, znf138ortholog1, znf138ortholog2, znf138ortholog3, znf138ortholog4, znf138ortholog5, znf138ortholog6, znf138ortholog7)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF56-like,
2.3.3.19.1,ZNF500,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF500-like,
2.3.3.19.2,ZNF853,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF500-like,"ENSMUSG00000046658,ENSMUSG00000093910"
2.3.3.19.3,ZKSCAN2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF500-like,ENSMUSG00000030757
2.3.3.19.4,ZSCAN29,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF500-like,ENSMUSG00000050619
2.3.3.19.5,ZNF434,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF500-like,
2.3.3.20.1,FEZF1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,FEZF,ENSMUSG00000029697
2.3.3.20.2,FEZF2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,FEZF,ENSMUSG00000021743
2.3.3.21.1,GFI1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GFI1,ENSMUSG00000029275
2.3.3.21.2,GFI1B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,GFI1,ENSMUSG00000026815
2.3.3.22.1,BCL6B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,BCL6,ENSMUSG00000000317
2.3.3.22.2,BCL6,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,BCL6,ENSMUSG00000022508
2.3.3.23.1,ZNF212,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF212-like,ENSMUSG00000052763
2.3.3.23.2,ZNF777,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF212-like,ENSMUSG00000071477
2.3.3.24.1,MTF1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,MTF1-like,"ENSMUSG00000022780,ENSMUSG00000028890,ENSMUSG00000010505"
2.3.3.24.2,ZNF410,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,MTF1-like,"ENSMUSG00000021234,ENSMUSG00000042472"
2.3.3.25.1,PLAGL2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,PLAG,ENSMUSG00000051413
2.3.3.25.2,PLAG1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,PLAG,ENSMUSG00000003282
2.3.3.25.3,PLAGL1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,PLAG,ENSMUSG00000019817
2.3.3.26.1,ZKSCAN3 (zkscan34),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZKSCAN3-like,ENSMUSG00000021327
2.3.3.26.2,ZKSCAN4,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZKSCAN3-like,ENSMUSG00000054931
2.3.3.27.1,ZNF525,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF525-like,
2.3.3.27.2,ZNF701,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF525-like,
2.3.3.27.3,ZNF765,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF525-like,
2.3.3.27.4,ZNF468,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF525-like,ENSMUSG00000023892
2.3.3.28.1,ZNF76,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF76-like,ENSMUSG00000024220
2.3.3.28.2,ZNF143,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF76-like,ENSMUSG00000061079
2.3.3.29.1,ZNF652,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF652-like,ENSMUSG00000075595
2.3.3.29.2,ZBTB47,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF652-like,ENSMUSG00000013419
2.3.3.30.1,ZNF350 (znf350ortholog),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF350-like,
2.3.3.30.2,ZNF577,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF350-like,
2.3.3.30.3,"ZNF649 (znf649ortholog, znf649ortholog1, znf649ortholog2, znf649ortholog3, znf649ortholog4, znf649ortholog5, znf649ortholog6, znf649ortholog7, znf649ortholog8, znf649ortholog9, znf649ortholog10, znf649ortholog11, znf649ortholog12, znf649ortholog13)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF350-like,
2.3.3.30.4,ZNF613,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF350-like,ENSMUSG00000036898
2.3.3.30.5,ZNF614,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF350-like,
2.3.3.31.1,ZNF642,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF642-like,"ENSMUSG00000064141,ENSMUSG00000046185"
2.3.3.31.2,ZNF643,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF642-like,
2.3.3.31.3,ZNF570,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF642-like,
2.3.3.31.4,ZNF583,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF642-like,ENSMUSG00000030443
2.3.3.32.1,ZNF679,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF679-like,
2.3.3.33.1,ZNF763,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,ENSMUSG00000067430
2.3.3.33.2,ZNF844,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.3,ZNF625,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.4,ZNF669,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,ENSMUSG00000092260
2.3.3.33.5,ZNF670,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.6,ZNF124,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,"ENSMUSG00000092390,ENSMUSG00000067430"
2.3.3.33.7,ZNF627,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,ENSMUSG00000054519
2.3.3.33.8,ZNF439,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.9,ZNF440,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.10,ZNF77,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.11,ZNF490,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.12,ZNF563,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,ENSMUSG00000067424
2.3.3.33.13,ZNF57,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.15,ZNF136,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.16,ZNF564,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.17,ZNF20,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,
2.3.3.33.18,ZNF878,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,ENSMUSG00000066880
2.3.3.33.19,ZNF555,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF763-like,ENSMUSG00000099689
2.3.3.34.1,ZNF3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF3-like,ENSMUSG00000037007
2.3.3.34.2,ZNF397,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF3-like,"ENSMUSG00000024276,ENSMUSG00000024274"
2.3.3.35.1,ZNF620,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF620-like,
2.3.3.35.2,ZNF621,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF620-like,
2.3.3.35.3,ZNF566,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF620-like,ENSMUSG00000078768
2.3.3.35.4,ZNF619,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF620-like,
2.3.3.35.5,"ZNF383 (znf383ortholog, znf383ortholog1, znf383ortholog2, znf383ortholog3, znf383ortholog4, znf383ortholog5, znf383ortholog6, znf383ortholog7, znf383ortholog8, znf383ortholog9, znf383ortholog10, znf383ortholog11, znf383ortholog12, znf383ortholog13, znf383ortholog14, znf383ortholog15, znf383ortholog16, znf383ortholog17, znf383ortholog18, znf383ortholog19, znf383ortholog20, znf383ortholog21, znf383ortholog22, znf383ortholog23, znf383ortholog24, znf383ortholog25, znf383ortholog26, znf383ortholog27, znf383ortholog28, znf383ortholog29, znf383ortholog30, znf383ortholog31, znf383ortholog32, znf383ortholog33, znf383ortholog34, znf383ortholog35, znf383ortholog36, znf383ortholog37, znf383ortholog38, znf383ortholog39, znf383ortholog40, znf383ortholog41, znf383ortholog42, znf383ortholog43, znf383ortholog44, znf383ortholog45, znf383ortholog46, znf383ortholog47, znf383ortholog48, znf383ortholog49, znf383ortholog50, znf383ortholog51, znf383ortholog52, znf383ortholog53, znf383ortholog54, znf383ortholog55, znf383ortholog56, znf383ortholog57, znf383ortholog58, znf383ortholog59, znf383ortholog60, znf383ortholog61, znf383ortholog62, znf383ortholog63, znf383ortholog64, znf383ortholog65)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF620-like,ENSMUSG00000099689
2.3.3.35.6,ZNF829,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF620-like,
2.3.3.35.7,ZNF582,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF620-like,
2.3.3.36.1,ZNF324A (ZNF324),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF324,ENSMUSG00000004500
2.3.3.36.2,ZNF324B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF324,ENSMUSG00000004500
2.3.3.37.1,ZNF362,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF362-like,ENSMUSG00000028799
2.3.3.37.2,ZNF384,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF362-like,ENSMUSG00000038346
2.3.3.38.1,ZNF282,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF282-like,ENSMUSG00000025821
2.3.3.38.2,ZNF398,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF282-like,ENSMUSG00000062519
2.3.3.39.1,ZNF764,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF764-like,ENSMUSG00000045757
2.3.3.39.2,ZNF785,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF764-like,
2.3.3.39.3,ZNF771,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF764-like,"ENSMUSG00000045598,ENSMUSG00000054716"
2.3.3.40.1,ZNF177,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF177-like,
2.3.3.40.2,ZNF891,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF177-like,
2.3.3.40.3,ZNF333,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF177-like,
2.3.3.41.1,ZNF32,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF32-like,"ENSMUSG00000033717,ENSMUSG00000059689"
2.3.3.41.2,ZIK1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF32-like,ENSMUSG00000030393
2.3.3.42.2,"ZNF419 (ZNF419a, ZNF419b)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF773-like,
2.3.3.43.1,ZNF558 (ZNF558/ZNF557),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF558-like,ENSMUSG00000074500
2.3.3.43.2,ZNF557,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF558-like,
2.3.3.44.1,ZNF302,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF302-like,ENSMUSG00000099689
2.3.3.44.2,ZNF2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF302-like,ENSMUSG00000034800
2.3.3.44.3,ZNF181,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF302-like,
2.3.3.44.4,ZNF140,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF302-like,
2.3.3.45.1,ZNF562,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF562-like,
2.3.3.45.2,ZNF812,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF562-like,
2.3.3.45.3,ZNF561,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF562-like,
2.3.3.45.4,ZNF559,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF562-like,
2.3.3.45.5,ZNF846,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF562-like,ENSMUSG00000058192
2.3.3.46.1,"ZXDA (ZXDABZXDB1, ZXDB1)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZXD,"ENSMUSG00000073060,ENSMUSG00000073062"
2.3.3.46.2,ZXDB,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZXD,ENSMUSG00000073062
2.3.3.46.3,ZXDC,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZXD,ENSMUSG00000034430
2.3.3.47.1,ZNF222,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,
2.3.3.47.2,ZNF223,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,
2.3.3.47.3,ZNF230,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,ENSMUSG00000030788
2.3.3.47.4,ZNF155,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,
2.3.3.47.5,ZNF221,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,
2.3.3.47.6,ZNF224,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,
2.3.3.47.7,ZNF225,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,ENSMUSG00000038418
2.3.3.47.8,ZNF284,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,
2.3.3.47.9,ZNF235,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,ENSMUSG00000047603
2.3.3.47.10,ZNF45,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,
2.3.3.47.11,ZNF229,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,
2.3.3.47.12,ZNF227,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,
2.3.3.47.13,ZNF226,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,"ENSMUSG00000050605,ENSMUSG00000087598"
2.3.3.47.14,ZNF234,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF222-like,
2.3.3.48.1,ZNF736,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF736-like,
2.3.3.48.2,ZNF727,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF736-like,
2.3.3.49.1,ZNF286A,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF286,ENSMUSG00000047342
2.3.3.49.2,ZNF286B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF286,
2.3.3.50.1,CTCF,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,CTCF-like,ENSMUSG00000005698
2.3.3.50.2,CTCFL,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,CTCF-like,ENSMUSG00000070495
2.3.3.51.1,ZNF366,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF366-like,ENSMUSG00000050919
2.3.3.51.2,ZNF710,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF366-like,ENSMUSG00000048897
2.3.3.52.1,ZNF322A,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF322-like,ENSMUSG00000046351
2.3.3.53.1,ZNF548,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF548-like,
2.3.3.53.2,ZNF776,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF548-like,
2.3.3.54.1,ZNF460,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF460-like,
2.3.3.54.2,"ZNF264 (znf264ortholog, znf264ortholog1, znf264ortholog2)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF460-like,
2.3.3.54.3,ZNF805,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF460-like,
2.3.3.54.4,ZNF543,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF460-like,
2.3.3.54.5,ZNF599,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF460-like,
2.3.3.55.1,ZNF146,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF146-like,"ENSMUSG00000037029,ENSMUSG00000049421"
2.3.3.55.2,ZNF260,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF146-like,ENSMUSG00000049421
2.3.3.56.1,ZNF214,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF214-like,
2.3.3.56.2,ZNF285,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF214-like,
2.3.3.56.3,ZNF233,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF214-like,
2.3.3.57.1,ZNF479,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF479-like,
2.3.3.58.1,ZNF180,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF180-like,ENSMUSG00000057101
2.3.3.58.2,ZNF544,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF180-like,
2.3.3.58.3,ZNF436,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF180-like,ENSMUSG00000051351
2.3.3.58.4,ZNF572,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF180-like,
2.3.3.58.5,ZNF774,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF180-like,
2.3.3.58.6,ZSCAN2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF180-like,ENSMUSG00000038797
2.3.3.59.3,ZNF431,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF100-like,
2.3.3.61.1,ZNF343,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF343-like,
2.3.3.61.2,HKR1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF343-like,
2.3.3.61.3,ZNF169,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF343-like,ENSMUSG00000050954
2.3.3.61.4,ZNF133,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF343-like,
2.3.3.62.1,ZFP2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFP2-like,"ENSMUSG00000049321,ENSMUSG00000020335"
2.3.3.62.2,ZNF71,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFP2-like,
2.3.3.62.3,ZNF568,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFP2-like,"ENSMUSG00000074221,ENSMUSG00000096433"
2.3.3.63.1,ZFP30,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFP30-like,ENSMUSG00000047473
2.3.3.63.2,ZFP82,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFP30-like,ENSMUSG00000098022
2.3.3.63.3,ZFP14,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFP30-like,ENSMUSG00000053985
2.3.3.64.1,ZNF354A,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF354A-like,ENSMUSG00000020364
2.3.3.64.2,ZNF354B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF354A-like,ENSMUSG00000020335
2.3.3.65.1,ZFX,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZFX-ZFY,ENSMUSG00000079509
2.3.3.66.1,ZNF689,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF689-like,ENSMUSG00000048921
2.3.3.66.2,ZNF672,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF689-like,ENSMUSG00000049755
2.3.3.67.1,ZNF283,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF283-like,
2.3.3.67.2,ZNF345,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF283-like,
2.3.3.67.3,ZNF404,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF283-like,
2.3.3.67.4,ZNF571,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF283-like,
2.3.3.67.5,ZNF30,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF283-like,
2.3.3.67.6,ZNF420,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF283-like,ENSMUSG00000058402
2.3.3.67.7,ZNF607,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,ZNF283-like,
